content_id,avg_polarity,review_count,pct_positive,pct_neutral,pct_negative,avg_subjectivity,avg_acting_score,avg_plot_score,avg_visual_score
M0384680,-0.002,5,20.0,60.0,20.0,0.578,-0.096,0.027,0.123
M0384793,0.031,5,40.0,40.0,20.0,0.499,0.027,0.03,0.0
M0384806,-0.179,5,0.0,80.0,20.0,0.397,0.034,0.034,0.0
M0385002,0.479,5,80.0,20.0,0.0,0.647,0.217,0.15,0.187
M0385004,0.487,5,80.0,20.0,0.0,0.593,0.28,0.165,0.265
M0385267,0.126,5,40.0,60.0,0.0,0.437,0.035,0.004,0.0
M0385307,-0.599,5,0.0,0.0,100.0,0.658,-0.076,-0.297,0.0
M0385700,0.442,5,80.0,20.0,0.0,0.669,0.097,0.335,0.194
M0385705,0.216,5,40.0,60.0,0.0,0.509,0.092,0.113,0.078
M0385726,0.029,5,20.0,80.0,0.0,0.511,0.013,0.113,0.0
M0385752,0.159,5,20.0,80.0,0.0,0.563,0.008,0.158,0.0
M0385880,-0.081,5,0.0,80.0,20.0,0.413,0.013,-0.085,0.02
M0385887,0.232,5,60.0,20.0,20.0,0.693,0.127,0.259,0.0
M0386032,0.605,5,100.0,0.0,0.0,0.77,0.227,0.55,0.123
M0386064,0.305,5,60.0,20.0,20.0,0.655,0.207,0.213,0.093
M0386117,0.474,5,100.0,0.0,0.0,0.601,0.123,0.25,0.093
M0386140,0.077,5,40.0,20.0,40.0,0.636,0.017,0.074,0.093
M0386588,0.086,5,40.0,40.0,20.0,0.574,0.0,0.052,0.0
M0387131,0.084,5,60.0,20.0,20.0,0.555,0.095,0.1,0.0
M0387564,-0.06,5,40.0,20.0,40.0,0.663,0.127,-0.02,0.0
M0387575,-0.268,5,40.0,0.0,60.0,0.669,0.043,-0.231,0.0
M0387808,0.201,5,60.0,20.0,20.0,0.505,0.0,0.167,0.101
M0387877,0.05,5,40.0,40.0,20.0,0.605,0.004,0.056,0.0
M0387898,0.005,5,20.0,60.0,20.0,0.593,0.153,0.055,0.0
M0387914,0.198,5,60.0,20.0,20.0,0.606,0.004,0.328,0.224
M0388125,0.174,5,20.0,80.0,0.0,0.443,0.008,0.158,0.0
M0388182,0.03,5,20.0,80.0,0.0,0.525,0.008,0.088,0.0
M0388419,-0.28,5,20.0,40.0,40.0,0.585,0.017,-0.147,0.0
M0388473,0.176,5,40.0,60.0,0.0,0.535,0.031,0.234,0.15
M0388482,0.077,5,40.0,40.0,20.0,0.488,-0.042,0.035,0.0
M0388795,0.24,5,40.0,60.0,0.0,0.604,0.078,0.111,0.078
M0388980,0.139,5,40.0,60.0,0.0,0.564,0.021,0.224,0.123
M0389557,0.323,5,60.0,40.0,0.0,0.559,0.127,0.315,0.123
M0389722,0.233,5,60.0,20.0,20.0,0.595,0.015,0.288,0.123
M0389790,-0.307,5,0.0,40.0,60.0,0.568,0.013,-0.133,-0.052
M0389860,-0.375,5,0.0,60.0,40.0,0.52,0.027,-0.266,0.0
M0390022,0.423,5,80.0,20.0,0.0,0.54,0.142,0.303,0.123
M0390221,0.32,5,80.0,0.0,20.0,0.72,0.213,0.437,0.123
M0390384,0.244,5,40.0,60.0,0.0,0.482,0.097,0.104,0.093
M0390521,-0.089,5,40.0,20.0,40.0,0.463,0.135,0.032,0.0
M0391198,-0.17,5,0.0,60.0,40.0,0.454,0.027,0.027,0.0
M0391304,0.039,5,60.0,0.0,40.0,0.662,0.03,0.054,0.101
M0393109,0.21,5,80.0,0.0,20.0,0.648,0.2,0.253,0.0
M0393162,0.245,5,60.0,40.0,0.0,0.471,0.068,0.1,0.0
M0395169,0.537,5,100.0,0.0,0.0,0.578,0.198,0.223,0.123
M0395251,0.047,5,20.0,80.0,0.0,0.539,0.017,0.117,0.0
M0395495,-0.42,5,20.0,0.0,80.0,0.734,0.027,-0.316,0.0
M0395584,0.537,5,80.0,20.0,0.0,0.758,0.113,0.487,0.123
M0395699,-0.213,5,0.0,60.0,40.0,0.49,0.004,-0.071,0.0
M0395972,0.48,5,80.0,20.0,0.0,0.627,0.107,0.387,0.217
M0396171,0.054,5,20.0,80.0,0.0,0.46,0.027,0.127,0.0
M0396184,0.274,5,80.0,20.0,0.0,0.467,0.189,0.1,0.0
M0396269,0.165,5,40.0,60.0,0.0,0.414,0.065,0.117,0.0
M0396555,0.037,5,20.0,80.0,0.0,0.414,0.061,0.031,0.093
M0396752,0.223,5,60.0,20.0,20.0,0.668,0.1,0.323,0.123
M0397065,0.023,5,40.0,40.0,20.0,0.592,0.013,0.115,0.0
M0397078,-0.289,5,0.0,60.0,40.0,0.488,0.004,-0.094,0.0
M0397101,0.011,5,20.0,80.0,0.0,0.414,0.051,0.021,0.0
M0397313,0.593,5,100.0,0.0,0.0,0.744,0.307,0.391,0.093
M0397535,0.248,5,60.0,40.0,0.0,0.515,0.202,0.117,0.0
M0397892,0.571,5,80.0,20.0,0.0,0.717,0.104,0.527,0.123
M0398017,0.205,5,40.0,40.0,20.0,0.667,0.0,0.247,0.247
M0398165,-0.018,5,60.0,0.0,40.0,0.626,-0.1,0.103,0.123
M0398286,0.41,5,100.0,0.0,0.0,0.682,0.178,0.203,0.302
M0398375,-0.499,5,0.0,40.0,60.0,0.655,-0.1,-0.393,0.0
M0398712,-0.107,5,0.0,80.0,20.0,0.46,-0.076,-0.076,0.0
M0398808,0.175,5,60.0,20.0,20.0,0.527,0.137,0.163,0.093
M0398883,0.249,5,40.0,60.0,0.0,0.632,0.244,0.244,0.0
M0398913,-0.461,5,0.0,20.0,80.0,0.638,0.0,-0.221,0.0
M0399095,0.195,5,60.0,40.0,0.0,0.485,0.117,0.217,0.0
M0399146,0.273,5,60.0,40.0,0.0,0.645,0.097,0.227,0.217
M0399201,0.145,5,20.0,80.0,0.0,0.419,0.0,0.111,0.0
M0399295,0.357,5,60.0,40.0,0.0,0.475,0.061,0.263,0.0
M0399327,-0.242,5,20.0,40.0,40.0,0.464,-0.076,-0.076,0.0
M0400717,-0.071,5,20.0,60.0,20.0,0.508,0.034,-0.143,0.096
M0401085,0.46,5,80.0,20.0,0.0,0.775,0.407,0.313,0.093
M0401383,0.412,5,80.0,0.0,20.0,0.776,0.127,0.351,0.224
M0401445,0.328,5,60.0,40.0,0.0,0.697,0.117,0.341,0.123
M0401711,0.594,5,80.0,20.0,0.0,0.692,0.233,0.44,0.093
M0401729,-0.143,5,0.0,80.0,20.0,0.425,0.004,0.004,0.0
M0401792,0.371,5,80.0,0.0,20.0,0.659,0.1,0.301,0.101
M0401855,0.035,5,20.0,40.0,40.0,0.512,0.004,0.127,0.123
M0401997,-0.031,5,40.0,20.0,40.0,0.695,0.0,0.149,0.247
M0402022,-0.41,5,0.0,20.0,80.0,0.465,-0.152,-0.152,0.0
M0402399,0.595,5,100.0,0.0,0.0,0.81,0.187,0.37,0.557
M0402894,0.069,5,40.0,40.0,20.0,0.523,0.057,0.15,0.123
M0402910,0.164,5,40.0,60.0,0.0,0.455,0.112,0.119,0.093
M0403508,0.404,5,80.0,20.0,0.0,0.649,0.241,0.2,0.093
M0403702,0.157,5,40.0,40.0,20.0,0.703,0.013,0.26,0.247
M0404030,-0.015,5,40.0,20.0,40.0,0.484,0.013,0.013,0.0
M0404032,-0.096,5,20.0,60.0,20.0,0.458,-0.057,-0.087,0.0
M0404203,0.448,5,80.0,20.0,0.0,0.557,0.104,0.42,0.0
M0404390,0.331,5,80.0,0.0,20.0,0.598,0.187,0.123,0.31
M0404978,-0.071,5,20.0,40.0,40.0,0.536,-0.087,0.037,0.123
M0405094,0.437,5,80.0,20.0,0.0,0.638,0.0,0.473,0.123
M0405159,0.459,5,80.0,20.0,0.0,0.739,0.1,0.453,0.123
M0405296,0.267,5,40.0,40.0,20.0,0.686,0.0,0.3,-0.023
M0405325,0.342,5,60.0,20.0,20.0,0.648,0.047,0.273,0.123
M0405422,0.221,5,40.0,60.0,0.0,0.636,0.013,0.26,0.247
M0405508,0.333,5,80.0,20.0,0.0,0.644,0.196,0.297,0.078
M0406375,0.074,5,20.0,80.0,0.0,0.379,0.142,0.049,0.093
M0406759,0.091,5,20.0,80.0,0.0,0.406,0.017,0.084,0.0
M0406816,0.119,5,60.0,20.0,20.0,0.565,0.154,0.047,0.0
M0407265,0.352,5,60.0,40.0,0.0,0.633,0.1,0.301,0.101
M0407304,0.056,5,40.0,20.0,40.0,0.679,-0.1,0.075,0.123
M0407887,0.58,5,100.0,0.0,0.0,0.728,0.1,0.553,0.123
M0408236,0.522,5,100.0,0.0,0.0,0.639,0.13,0.373,0.123
M0408306,-0.165,5,20.0,60.0,20.0,0.558,0.004,-0.143,0.0
M0408345,-0.036,5,20.0,60.0,20.0,0.395,0.021,0.021,0.0
M0408664,0.453,5,80.0,20.0,0.0,0.627,0.092,0.36,0.325
M0408777,0.738,5,100.0,0.0,0.0,0.796,0.34,0.601,0.0
M0408790,0.25,5,60.0,40.0,0.0,0.429,0.062,0.1,0.0
M0408839,-0.016,5,60.0,0.0,40.0,0.613,0.0,0.003,0.0
M0408985,-0.008,5,0.0,80.0,20.0,0.309,0.027,0.027,0.0
M0409182,-0.366,5,0.0,20.0,80.0,0.523,0.015,0.015,0.0
M0409379,-0.218,5,20.0,20.0,60.0,0.629,0.0,-0.046,0.0
M0409459,0.244,5,80.0,0.0,20.0,0.727,0.113,0.268,0.101
M0409847,-0.448,5,0.0,20.0,80.0,0.481,-0.061,-0.282,0.0
M0410097,0.24,5,60.0,20.0,20.0,0.604,0.0,0.281,0.101
M0410297,-0.18,5,20.0,60.0,20.0,0.495,0.011,-0.135,0.0
M0411061,-0.04,5,40.0,40.0,20.0,0.572,0.031,-0.098,0.0
M0411195,0.105,5,40.0,40.0,20.0,0.718,0.093,0.123,0.217
M0411272,0.429,5,80.0,20.0,0.0,0.594,0.278,0.267,0.078
M0411477,0.202,5,40.0,40.0,20.0,0.492,0.208,0.115,0.093
M0412019,-0.063,5,20.0,40.0,40.0,0.534,0.107,0.013,0.093
M0412080,0.344,5,60.0,40.0,0.0,0.586,0.14,0.29,0.0
M0412922,0.415,5,80.0,20.0,0.0,0.692,0.1,0.43,0.0
M0413099,-0.45,5,0.0,20.0,80.0,0.492,-0.196,-0.196,0.0
M0413267,0.104,5,40.0,40.0,20.0,0.497,-0.057,0.063,-0.014
M0413300,0.176,5,40.0,40.0,20.0,0.523,-0.046,0.227,0.123
M0413895,0.282,5,60.0,20.0,20.0,0.427,0.0,0.211,0.0
M0414055,-0.284,5,0.0,60.0,40.0,0.662,0.0,-0.098,0.0
M0414387,0.432,5,100.0,0.0,0.0,0.645,0.105,0.247,0.247
M0414852,0.407,5,80.0,20.0,0.0,0.608,0.323,0.217,0.078
M0414982,-0.248,5,20.0,20.0,60.0,0.573,-0.007,-0.247,0.093
M0414993,0.442,5,80.0,20.0,0.0,0.65,0.107,0.363,0.093
M0415306,0.1,5,40.0,40.0,20.0,0.561,0.092,0.137,0.202
M0416044,0.148,5,40.0,60.0,0.0,0.491,0.125,0.004,0.093
M0416212,0.434,5,60.0,40.0,0.0,0.562,0.096,0.317,0.078
M0416236,-0.224,5,20.0,40.0,40.0,0.477,-0.072,-0.119,0.0
M0416315,0.075,5,20.0,80.0,0.0,0.393,0.058,0.027,0.0
M0416320,0.215,5,60.0,20.0,20.0,0.46,0.093,0.067,0.093
M0416449,0.305,5,60.0,40.0,0.0,0.597,0.288,0.008,0.28
M0416508,0.209,5,60.0,40.0,0.0,0.545,0.127,0.104,0.093
M0416960,0.582,5,80.0,20.0,0.0,0.72,0.224,0.43,0.093
M0417148,-0.198,5,20.0,40.0,40.0,0.602,0.104,-0.117,0.0
M0417217,0.065,5,20.0,80.0,0.0,0.405,0.082,0.034,0.0
M0417741,0.35,5,60.0,40.0,0.0,0.641,0.313,0.127,0.187
M0418279,-0.066,5,40.0,20.0,40.0,0.557,0.028,0.003,0.0
M0418455,0.328,5,60.0,40.0,0.0,0.536,0.123,0.15,0.093
M0418689,0.059,5,40.0,60.0,0.0,0.53,0.034,0.004,0.0
M0418763,0.292,5,40.0,60.0,0.0,0.55,0.017,0.278,0.0
M0418819,-0.077,5,20.0,40.0,40.0,0.595,0.104,0.006,0.0
M0419198,0.07,5,20.0,80.0,0.0,0.518,0.138,0.138,0.0
M0419294,0.378,5,60.0,40.0,0.0,0.654,0.117,0.364,0.247
M0419677,0.293,5,80.0,20.0,0.0,0.574,0.097,0.127,0.217
M0419706,-0.225,5,0.0,80.0,20.0,0.51,0.011,-0.135,0.0
M0419749,0.372,5,60.0,40.0,0.0,0.689,0.1,0.373,0.123
M0419887,0.307,5,80.0,20.0,0.0,0.485,0.206,0.07,0.172
M0419946,-0.402,5,0.0,40.0,60.0,0.579,-0.072,-0.219,0.0
M0420223,0.324,5,60.0,40.0,0.0,0.619,0.04,0.277,0.123
M0420238,0.237,5,60.0,40.0,0.0,0.584,0.013,0.213,0.113
M0420251,0.432,5,80.0,20.0,0.0,0.556,0.03,0.291,0.224
M0420293,0.052,5,40.0,40.0,20.0,0.364,0.078,0.017,0.0
M0420294,-0.227,5,0.0,60.0,40.0,0.617,0.008,0.008,0.0
M0420332,0.522,5,80.0,20.0,0.0,0.618,0.157,0.377,0.0
M0420509,0.146,5,20.0,80.0,0.0,0.441,0.017,0.141,0.123
M0420609,0.394,5,80.0,20.0,0.0,0.689,0.135,0.251,0.34
M0421054,-0.345,5,0.0,40.0,60.0,0.487,-0.076,-0.223,0.0
M0421073,-0.043,5,20.0,60.0,20.0,0.489,0.028,0.0,0.0
M0421082,0.453,5,80.0,20.0,0.0,0.709,0.093,0.289,0.318
M0421206,0.203,5,40.0,60.0,0.0,0.603,0.104,0.205,0.101
M0421238,0.156,5,60.0,20.0,20.0,0.706,0.243,0.015,0.093
M0421239,-0.082,5,20.0,60.0,20.0,0.454,0.027,0.027,0.0
M0421715,0.371,5,80.0,0.0,20.0,0.773,0.092,0.26,0.325
M0421729,0.096,5,40.0,40.0,20.0,0.607,0.111,0.043,0.217
M0421994,-0.157,5,20.0,40.0,40.0,0.436,-0.057,-0.087,0.0
M0422401,0.108,5,40.0,40.0,20.0,0.458,0.143,0.041,0.0
M0422720,0.485,5,80.0,20.0,0.0,0.663,0.013,0.51,0.247
M0423294,-0.129,5,0.0,80.0,20.0,0.467,0.013,0.013,0.013
M0423866,0.198,5,40.0,60.0,0.0,0.668,0.104,0.227,0.123
M0423977,0.061,5,40.0,20.0,40.0,0.481,-0.1,0.05,0.0
M0424095,0.02,5,20.0,80.0,0.0,0.518,0.0,0.067,0.035
M0424136,0.025,5,20.0,40.0,40.0,0.5,0.078,0.0,0.078
M0424205,0.516,5,100.0,0.0,0.0,0.671,0.187,0.281,0.288
M0424227,0.193,5,60.0,20.0,20.0,0.502,-0.057,0.163,0.0
M0424345,0.111,5,40.0,60.0,0.0,0.588,0.008,0.208,0.0
M0424880,0.281,5,60.0,20.0,20.0,0.681,0.24,0.24,0.0
M0424993,-0.298,5,20.0,20.0,60.0,0.553,0.113,0.015,0.0
M0425061,0.109,5,20.0,80.0,0.0,0.452,0.023,0.146,0.123
M0425112,0.34,5,60.0,40.0,0.0,0.593,0.308,0.215,0.093
M0425123,0.267,5,80.0,20.0,0.0,0.565,0.117,0.317,0.0
M0425210,0.486,5,80.0,20.0,0.0,0.622,0.234,0.123,0.31
M0425379,0.269,5,80.0,0.0,20.0,0.618,0.223,0.2,0.093
M0425413,-0.181,5,20.0,20.0,60.0,0.515,0.004,0.017,0.0
M0425637,0.142,5,40.0,40.0,20.0,0.692,0.004,0.251,0.247
M0426459,-0.308,5,0.0,20.0,80.0,0.514,0.0,-0.074,0.0
M0426578,0.252,5,60.0,40.0,0.0,0.586,0.155,0.208,0.0
M0426592,-0.251,5,0.0,40.0,60.0,0.506,0.004,-0.071,0.0
M0426883,-0.007,5,40.0,40.0,20.0,0.587,-0.1,0.023,0.123
M0426931,0.179,5,60.0,20.0,20.0,0.649,0.17,0.117,0.123
M0427152,-0.276,5,0.0,40.0,60.0,0.646,0.0,0.0,0.0
M0427229,-0.349,5,0.0,40.0,60.0,0.604,-0.1,-0.198,0.0
M0427309,0.323,5,80.0,0.0,20.0,0.609,0.16,0.15,0.093
M0427312,0.493,5,100.0,0.0,0.0,0.671,0.218,0.303,0.217
M0427327,0.317,5,60.0,20.0,20.0,0.683,0.233,0.192,0.093
M0427392,0.16,5,40.0,60.0,0.0,0.489,0.131,0.008,0.093
M0427470,0.125,5,40.0,60.0,0.0,0.392,0.034,0.068,0.0
M0427944,0.232,5,60.0,40.0,0.0,0.536,0.135,0.104,0.093
M0427969,0.2,5,40.0,40.0,20.0,0.645,0.193,0.1,0.093
M0428803,0.54,5,100.0,0.0,0.0,0.619,0.123,0.34,0.217
M0428870,0.162,5,40.0,60.0,0.0,0.506,0.128,0.013,0.078
M0429493,0.11,5,40.0,60.0,0.0,0.481,0.115,0.115,0.0
M0429589,-0.193,5,0.0,80.0,20.0,0.541,0.017,-0.081,-0.05
M0429591,0.07,5,40.0,40.0,20.0,0.676,0.204,0.057,0.0
M0430105,0.125,5,60.0,20.0,20.0,0.556,0.052,0.152,0.0
M0430304,-0.215,5,0.0,60.0,40.0,0.667,0.0,-0.098,0.0
M0430308,-0.306,5,0.0,60.0,40.0,0.572,0.0,0.0,0.0
M0430357,-0.098,5,0.0,80.0,20.0,0.415,0.034,0.034,0.0
M0430634,-0.103,5,20.0,60.0,20.0,0.54,0.004,0.104,0.0
M0430922,-0.338,5,0.0,40.0,60.0,0.464,0.004,-0.143,0.0
M0431021,-0.067,5,40.0,20.0,40.0,0.6,0.172,-0.293,0.172
M0431197,0.28,5,60.0,40.0,0.0,0.529,0.197,0.204,0.093
M0431308,0.153,5,40.0,40.0,20.0,0.619,0.004,0.255,0.101
M0432021,0.082,5,20.0,80.0,0.0,0.5,0.104,0.104,0.0
M0432283,0.335,5,80.0,20.0,0.0,0.585,0.161,0.15,0.161
M0432291,-0.706,5,0.0,0.0,100.0,0.681,0.0,-0.391,0.0
M0432348,0.074,5,20.0,80.0,0.0,0.521,0.062,0.017,0.0
M0433035,0.466,5,80.0,20.0,0.0,0.567,0.057,0.388,0.123
M0433362,-0.047,5,20.0,60.0,20.0,0.398,0.03,0.11,0.0
M0433383,0.54,5,100.0,0.0,0.0,0.642,0.277,0.2,0.093
M0433386,-0.37,5,0.0,60.0,40.0,0.574,0.008,-0.237,0.0
M0433387,0.038,5,20.0,60.0,20.0,0.539,0.019,0.169,0.0
M0433400,-0.135,5,20.0,20.0,60.0,0.578,-0.1,0.05,0.0
M0433416,0.267,5,60.0,40.0,0.0,0.577,0.008,0.338,0.0
M0433442,-0.374,5,20.0,20.0,60.0,0.444,0.013,0.013,0.0
M0434124,-0.081,5,20.0,40.0,40.0,0.563,-0.1,0.05,0.0
M0434139,-0.135,5,20.0,60.0,20.0,0.487,0.045,-0.139,0.0
M0434409,0.352,5,80.0,0.0,20.0,0.691,0.362,0.152,0.093
M0435625,-0.033,5,20.0,60.0,20.0,0.458,0.013,0.113,0.0
M0435651,0.046,5,40.0,40.0,20.0,0.586,-0.065,0.027,0.123
M0435670,0.081,5,20.0,80.0,0.0,0.509,0.0,0.067,0.0
M0435679,0.344,5,60.0,40.0,0.0,0.536,0.243,0.213,0.0
M0435680,-0.053,5,20.0,60.0,20.0,0.513,0.034,0.004,0.0
M0435705,0.31,5,80.0,20.0,0.0,0.412,0.077,0.116,0.101
M0435761,0.011,5,40.0,40.0,20.0,0.599,0.131,-0.147,0.173
M0436331,-0.122,5,20.0,60.0,20.0,0.484,0.013,-0.069,0.0
M0436339,-0.225,5,20.0,40.0,40.0,0.613,-0.1,-0.118,-0.156
M0436374,0.318,5,60.0,40.0,0.0,0.539,0.104,0.305,0.101
M0436697,0.225,5,40.0,60.0,0.0,0.526,0.03,0.111,0.0
M0437086,0.374,5,60.0,20.0,20.0,0.653,0.015,0.385,0.37
M0437179,-0.063,5,20.0,40.0,40.0,0.494,-0.152,-0.029,0.123
M0437405,0.077,5,40.0,40.0,20.0,0.479,0.127,0.004,0.093
M0437800,0.273,5,60.0,40.0,0.0,0.564,0.191,0.104,0.187
M0437863,0.461,5,60.0,40.0,0.0,0.665,0.004,0.427,0.123
M0438097,0.026,5,20.0,80.0,0.0,0.528,0.008,0.108,0.035
M0438315,0.344,5,60.0,40.0,0.0,0.498,0.157,0.277,0.0
M0438488,0.101,5,20.0,80.0,0.0,0.519,0.011,0.135,0.123
M0439662,0.462,5,80.0,20.0,0.0,0.618,0.223,0.25,0.093
M0439815,0.093,5,40.0,40.0,20.0,0.49,0.013,0.163,0.0
M0440803,0.253,5,60.0,40.0,0.0,0.543,0.145,0.07,0.093
M0440963,0.599,5,100.0,0.0,0.0,0.659,0.308,0.123,0.404
M0441773,0.323,5,80.0,20.0,0.0,0.604,0.187,0.1,0.286
M0441774,0.076,5,20.0,80.0,0.0,0.571,0.086,0.008,0.078
M0441796,-0.18,5,0.0,80.0,20.0,0.489,0.017,-0.129,0.0
M0441881,0.29,5,60.0,40.0,0.0,0.55,0.082,0.204,0.078
M0441909,0.138,5,40.0,40.0,20.0,0.521,0.051,0.105,0.101
M0442933,0.072,5,40.0,40.0,20.0,0.52,0.027,0.257,0.027
M0443272,0.542,5,100.0,0.0,0.0,0.712,0.193,0.413,0.34
M0443274,-0.007,5,20.0,60.0,20.0,0.517,0.104,0.104,0.0
M0443453,0.379,5,40.0,60.0,0.0,0.513,0.013,0.313,0.0
M0443456,-0.047,5,0.0,100.0,0.0,0.431,0.04,0.04,0.0
M0443465,0.207,5,40.0,40.0,20.0,0.539,0.111,0.141,0.217
M0443473,-0.253,5,20.0,40.0,40.0,0.54,0.0,-0.154,0.0
M0443489,0.149,5,60.0,20.0,20.0,0.458,0.066,-0.087,0.078
M0443543,0.322,5,80.0,0.0,20.0,0.494,0.209,0.0,0.093
M0443632,0.121,5,40.0,60.0,0.0,0.408,0.057,0.015,0.0
M0443649,-0.218,5,0.0,60.0,40.0,0.483,0.019,-0.056,0.0
M0443676,0.127,5,40.0,60.0,0.0,0.343,0.015,0.115,0.0
M0443680,0.479,5,80.0,20.0,0.0,0.574,0.13,0.335,0.123
M0443701,-0.305,5,20.0,40.0,40.0,0.573,0.013,-0.28,0.0
M0443706,0.19,5,60.0,20.0,20.0,0.416,-0.038,0.011,0.0
M0444653,-0.047,5,0.0,100.0,0.0,0.369,0.044,0.044,0.0
M0444682,0.131,5,60.0,20.0,20.0,0.549,0.113,0.093,0.0
M0445336,0.594,5,80.0,20.0,0.0,0.692,0.233,0.44,0.093
M0445620,0.451,5,100.0,0.0,0.0,0.595,0.238,0.223,0.202
M0445922,0.414,5,80.0,20.0,0.0,0.53,0.219,0.078,0.172
M0445934,-0.17,5,20.0,40.0,40.0,0.554,0.013,0.016,0.101
M0445946,-0.203,5,20.0,20.0,60.0,0.548,-0.148,-0.073,0.0
M0445990,-0.13,5,20.0,20.0,60.0,0.543,0.0,-0.046,0.101
M0446013,0.013,5,0.0,100.0,0.0,0.375,0.015,0.015,0.0
M0446029,0.344,5,60.0,40.0,0.0,0.529,0.112,0.269,0.093
M0446059,0.392,5,80.0,0.0,20.0,0.683,0.093,0.34,0.217
M0446755,0.656,5,100.0,0.0,0.0,0.792,0.267,0.373,0.34
M0448011,0.023,5,40.0,40.0,20.0,0.54,0.015,0.105,0.0
M0448115,0.115,5,40.0,20.0,40.0,0.573,0.0,0.25,0.0
M0448134,0.402,5,100.0,0.0,0.0,0.47,0.183,0.1,0.093
M0448157,0.016,5,40.0,40.0,20.0,0.441,0.065,0.004,0.0
M0448694,-0.272,5,0.0,60.0,40.0,0.542,0.0,-0.245,-0.001
M0449010,-0.167,5,20.0,40.0,40.0,0.449,0.031,0.004,0.0
M0449059,0.402,5,80.0,20.0,0.0,0.646,0.075,0.251,0.101
M0449061,0.046,5,20.0,60.0,20.0,0.534,0.013,0.113,0.0
M0449088,0.111,5,60.0,40.0,0.0,0.419,0.031,0.104,0.0
M0449089,-0.132,5,40.0,20.0,40.0,0.596,0.045,-0.243,0.093
M0449467,0.289,5,60.0,20.0,20.0,0.655,-0.1,0.3,0.0
M0449487,0.074,5,40.0,40.0,20.0,0.646,0.087,-0.1,0.187
M0450188,0.209,5,40.0,60.0,0.0,0.517,0.137,0.013,0.093
M0450232,0.023,5,40.0,40.0,20.0,0.403,0.015,0.115,0.0
M0450259,0.495,5,80.0,0.0,20.0,0.808,0.22,0.4,0.217
M0450278,0.271,5,60.0,20.0,20.0,0.739,0.205,0.13,0.078
M0450314,0.113,5,40.0,60.0,0.0,0.333,0.049,0.015,0.0
M0450340,-0.399,5,0.0,40.0,60.0,0.539,0.0,-0.245,0.0
M0450345,-0.561,5,0.0,20.0,80.0,0.587,-0.096,-0.292,0.0
M0450385,-0.19,5,20.0,40.0,40.0,0.465,0.017,0.084,0.0
M0450405,0.462,5,60.0,40.0,0.0,0.647,0.093,0.247,0.34
M0451079,0.063,5,40.0,40.0,20.0,0.536,0.004,0.084,0.099
M0451094,0.465,5,60.0,40.0,0.0,0.56,0.017,0.428,0.0
M0451279,0.419,5,60.0,40.0,0.0,0.695,0.004,0.374,0.37
M0452594,-0.156,5,20.0,40.0,40.0,0.62,-0.096,0.027,0.123
M0452598,-0.393,5,20.0,20.0,60.0,0.632,0.0,-0.245,0.0
M0452608,-0.378,5,0.0,40.0,60.0,0.562,0.008,-0.141,0.0
M0452623,0.153,5,60.0,40.0,0.0,0.523,0.004,0.204,0.0
M0452625,-0.279,5,0.0,60.0,40.0,0.496,0.0,0.0,0.0
M0452637,-0.389,5,20.0,20.0,60.0,0.694,-0.1,-0.313,0.0
M0452694,-0.186,5,60.0,0.0,40.0,0.532,0.03,-0.245,0.0
M0452702,-0.155,5,0.0,60.0,40.0,0.591,0.0,-0.098,0.0
M0453451,-0.139,5,20.0,60.0,20.0,0.467,0.055,0.017,0.0
M0453467,0.062,5,40.0,40.0,20.0,0.342,0.071,0.015,0.0
M0453562,0.394,5,80.0,20.0,0.0,0.656,0.272,0.164,0.172
M0454824,0.12,5,20.0,80.0,0.0,0.452,0.13,0.13,0.0
M0454841,0.231,5,60.0,20.0,20.0,0.611,0.113,0.183,0.0
M0454848,-0.116,5,20.0,60.0,20.0,0.55,0.105,-0.135,0.093
M0454876,0.41,5,100.0,0.0,0.0,0.568,0.223,0.078,0.187
M0454921,0.589,5,100.0,0.0,0.0,0.707,0.187,0.373,0.31
M0454945,-0.172,5,20.0,40.0,40.0,0.703,0.0,-0.121,0.123
M0454970,0.083,5,40.0,40.0,20.0,0.672,-0.007,0.023,0.217
M0454987,-0.017,5,20.0,60.0,20.0,0.579,0.082,-0.094,0.078
M0455323,0.011,5,20.0,60.0,20.0,0.472,0.027,0.03,0.0
M0455407,-0.37,5,20.0,20.0,60.0,0.581,-0.1,-0.198,0.0
M0455538,0.104,5,20.0,80.0,0.0,0.671,0.13,0.13,0.0
M0455590,0.303,5,80.0,0.0,20.0,0.599,0.193,0.18,0.093
M0455760,-0.277,5,20.0,20.0,60.0,0.567,-0.087,-0.085,0.0
M0455824,0.009,5,20.0,80.0,0.0,0.433,0.031,0.031,0.0
M0455857,-0.249,5,20.0,20.0,60.0,0.768,0.127,-0.118,0.0
M0455944,0.114,5,60.0,20.0,20.0,0.479,0.052,0.024,0.0
M0455960,0.305,5,60.0,20.0,20.0,0.637,0.113,0.337,0.123
M0455967,-0.411,5,0.0,40.0,60.0,0.637,-0.1,-0.198,0.0
M0456554,0.166,5,60.0,20.0,20.0,0.688,0.172,-0.047,0.172
M0456912,0.068,5,40.0,40.0,20.0,0.528,-0.072,0.118,0.123
M0457400,-0.057,5,20.0,40.0,40.0,0.517,0.03,0.106,0.0
M0457419,-0.393,5,0.0,40.0,60.0,0.62,0.004,-0.241,0.0
